County,State,FIPS Code,Vehicles / 5sqmi
Brookings,SD,46,0 - 10
Louisa,IA,19,0 - 10
San Mateo,CA,6,10 - 100
Douglas,SD,46,2 - 5
Cotton,OK,40,2 - 5
La Salle,TX,48,0 - 2
Las Animas,CO,8,0 - 2
Lawrence,SD,46,10 - 25
Candler,GA,13,0 - 10
Custer,CO,8,0 - 10
Shelby,IL,17,0 - 10
Union,FL,12,10 - 25
Mineral,CO,8,0 - 2
Orleans,NY,36,0 - 10
Scott,MS,28,10 - 25
San Jacinto,TX,48,10 - 25
Morton,ND,38,0 - 10
Blue Earth,MN,27,10 - 25
Montgomery,MO,29,0 - 10
Litchfield,CT,9,25 - 50
Wayne,IN,18,10 - 25
Merrimack,NH,33,10 - 25
Coahoma,MS,28,2 - 5
Taylor,GA,13,2 - 5
Allen,LA,22,0 - 10
Belknap,NH,33,10 - 25
Harrison,TX,48,10 - 25
Monroe,OH,39,0 - 10
Milam,TX,48,10 - 25
Cache,UT,49,10 - 25
Robertson,KY,21,0 - 10
Apache,AZ,4,0 - 2
Lapeer,MI,26,25 - 50
Jo Daviess,IL,17,0 - 10
Logan,KS,20,0 - 2
Kennebec,ME,23,10 - 25
Washington,VA,51,10 - 25
Washington,AR,5,25 - 50
Pawnee,KS,20,0 - 2
Crosby,TX,48,0 - 2
De Baca,NM,35,0 - 2
Caldwell,NC,37,25 - 50
Harrison,IN,18,25 - 50
Vigo,IN,18,25 - 50
Collier,FL,12,10 - 25
Clay,TX,48,2 - 5
Iredell,NC,37,25 - 50
Jackson,MS,28,10 - 25
Stonewall,TX,48,0 - 2
Allen,IN,18,25 - 50
Holmes,MS,28,2 - 5
Dickinson,MI,26,2 - 5
Covington,MS,28,10 - 25
Santa Cruz,AZ,4,0 - 10
Huntingdon,PA,42,10 - 25
Greer,OK,40,2 - 5
St. Clair,MI,26,25 - 50
Yazoo,MS,28,2 - 5
Hamblen,TN,47,25 - 50
Rapides,LA,22,10 - 25
Monroe,FL,12,2 - 5
Washington,VT,50,10 - 25
Forsyth,GA,13,10 - 100
Cedar,MO,29,0 - 10
Surry,NC,37,25 - 50
Texas,MO,29,0 - 10
Osage,KS,20,0 - 10
Jefferson,NE,31,0 - 10
Fleming,KY,21,10 - 25
Trimble,KY,21,10 - 25
Jack,TX,48,0 - 10
Buena Vista,VA,51,10 - 100
Lincoln,CO,8,0 - 2
Ellis,KS,20,0 - 10
Madison,NE,31,10 - 25
Hughes,SD,46,0 - 10
Benson,ND,38,0 - 2
Cass,IN,18,10 - 25
Montgomery,GA,13,0 - 10
Doniphan,KS,20,0 - 10
Dubuque,IA,19,10 - 25
Randolph,WV,54,2 - 5
McLean,KY,21,10 - 25
Harris,TX,48,200 - 300
Hyde,SD,46,0 - 2
Griggs,ND,38,2 - 5
Juniata,PA,42,10 - 25
Hunterdon,NJ,34,25 - 50
Hardeman,TX,48,0 - 2
Avoyelles,LA,22,10 - 25
Hoonah-Angoon,AK,2,0 - 2
Laclede,MO,29,10 - 25
Duval,TX,48,0 - 2
Fairfield,OH,39,25 - 50
Gasconade,MO,29,10 - 25
Drew,AR,5,2 - 5
Loving,TX,48,0 - 2
Creek,OK,40,10 - 25
Wicomico,MD,24,10 - 25
Adams,ND,38,0 - 2
Palo Pinto,TX,48,10 - 25
Orangeburg,SC,45,0 - 10
Sanders,MT,30,2 - 5
Warren,VA,51,25 - 50
Clark,KY,21,25 - 50
Caldwell,KY,21,0 - 10
Pocahontas,IA,19,2 - 5
San Bernardino,CA,6,0 - 10
Lowndes,AL,1,2 - 5
Andrew,MO,29,10 - 25
Weber,UT,49,100 - 200
Braxton,WV,54,0 - 10
Duval,FL,12,10 - 100
Elbert,CO,8,10 - 25
Custer,ID,16,0 - 2
Scott,TN,47,0 - 10
Bracken,KY,21,10 - 25
Stevens,KS,20,2 - 5
Newberry,SC,45,0 - 10
Ziebach,SD,46,0 - 2
Union,PA,42,10 - 25
Franklin,FL,12,0 - 2
Cumberland,VA,51,0 - 10
Harding,NM,35,0 - 2
Lake,OR,41,0 - 2
Terrell,GA,13,0 - 10
Angelina,TX,48,25 - 50
Van Buren,IA,19,0 - 10
Tompkins,NY,36,10 - 25
Fremont,IA,19,2 - 5
Mahoning,OH,39,25 - 50
Harrison,MS,28,10 - 25
Kalawao,HI,15,0 - 2
King William,VA,51,10 - 25
Lafayette,WI,55,10 - 25
Asotin,WA,53,10 - 25
Jackson,TX,48,0 - 10
Mille Lacs,MN,27,10 - 25
Chicot,AR,5,2 - 5
Winchester,VA,51,200 - 300
Cass,IA,19,0 - 10
Comanche,KS,20,0 - 2
Towner,ND,38,0 - 2
Chatham,GA,13,25 - 50
White Pine,NV,32,0 - 2
Cannon,TN,47,10 - 25
Troup,GA,13,10 - 25
Wayne,KY,21,0 - 10
Randolph,NC,37,25 - 50
Okfuskee,OK,40,0 - 10
Sanborn,SD,46,2 - 5
Reeves,TX,48,0 - 2
Chemung,NY,36,10 - 25
Woodford,IL,17,10 - 25
Chesapeake,VA,51,10 - 100
Allegany,MD,24,10 - 25
McLennan,TX,48,25 - 50
Clarke,VA,51,25 - 50
McCormick,SC,45,2 - 5
Madison,VA,51,0 - 10
Surry,VA,51,2 - 5
Franklin,VT,50,10 - 25
Sac,IA,19,0 - 10
Magoffin,KY,21,0 - 10
Montour,PA,42,10 - 25
Cheatham,TN,47,10 - 25
Holt,NE,31,0 - 2
Burke,NC,37,10 - 25
Carroll,KY,21,10 - 25
White,AR,5,10 - 25
Hays,TX,48,10 - 100
Lewis,ID,16,10 - 25
Washita,OK,40,0 - 10
Henry,KY,21,10 - 25
Grundy,IL,17,10 - 25
McIntosh,OK,40,10 - 25
Bibb,GA,13,10 - 100
Calhoun,FL,12,2 - 5
Bell,KY,21,0 - 10
Dodge,NE,31,10 - 25
Robeson,NC,37,10 - 25
Cecil,MD,24,25 - 50
Ottawa,OK,40,10 - 25
Upson,GA,13,10 - 25
Cherokee,TX,48,10 - 25
Dixon,NE,31,0 - 10
Northampton,PA,42,10 - 100
Maricopa,AZ,4,25 - 50
Clermont,OH,39,10 - 100
Sullivan,NH,33,10 - 25
Mingo,WV,54,0 - 10
Caddo,OK,40,0 - 10
Grand,UT,49,0 - 2
Lamar,TX,48,10 - 25
Chippewa,WI,55,10 - 25
Desha,AR,5,0 - 2
Williamsburg,SC,45,2 - 5
Antelope,NE,31,2 - 5
Washington,OH,39,10 - 25
Dinwiddie,VA,51,0 - 10
Harrisonburg,VA,51,100 - 200
Clay,GA,13,0 - 2
Eddy,NM,35,0 - 10
Boone,NE,31,2 - 5
Yankton,SD,46,10 - 25
Sumner,KS,20,0 - 10
Clarke,GA,13,10 - 100
Fairfield,SC,45,2 - 5
Stewart,GA,13,0 - 2
Campbell,KY,21,10 - 100
Fresno,CA,6,10 - 25
Stephenson,IL,17,10 - 25
Rosebud,MT,30,0 - 2
Brown,IL,17,2 - 5
Lee,AR,5,0 - 2
St. Charles,LA,22,10 - 25
West Baton Rouge,LA,22,25 - 50
Nowata,OK,40,0 - 10
Ballard,KY,21,0 - 10
Newton,MO,29,10 - 25
Lycoming,PA,42,10 - 25
Bulloch,GA,13,10 - 25
Sibley,MN,27,0 - 10
Calvert,MD,24,25 - 50
Phillips,AR,5,0 - 2
Cassia,ID,16,2 - 5
Camden,GA,13,0 - 10
Van Buren,MI,26,10 - 25
Robertson,TN,47,10 - 25
Peoria,IL,17,10 - 25
Mills,TX,48,0 - 10
Benton,TN,47,0 - 10
Columbia,GA,13,10 - 100
Miami,IN,18,10 - 25
Franklin,MO,29,25 - 50
Jefferson,IN,18,10 - 25
Macon,AL,1,2 - 5
McKenzie,ND,38,2 - 5
Ste. Genevieve,MO,29,10 - 25
Clearwater,ID,16,0 - 2
Carroll,IA,19,0 - 10
Copiah,MS,28,0 - 10
Talladega,AL,1,10 - 25
Floyd,GA,13,25 - 50
Phillips,CO,8,2 - 5
Greene,NY,36,10 - 25
Brown,NE,31,0 - 2
Ocean,NJ,34,25 - 50
Pulaski,VA,51,10 - 25
Nye,NV,32,0 - 2
Stoddard,MO,29,0 - 10
Perry,KY,21,10 - 25
Nelson,KY,21,10 - 25
Sheridan,MT,30,0 - 2
Clark,WI,55,0 - 10
Prentiss,MS,28,0 - 10
Okaloosa,FL,12,25 - 50
Montrose,CO,8,0 - 10
San Augustine,TX,48,0 - 10
Tillamook,OR,41,0 - 10
Winona,MN,27,0 - 10
Union,AR,5,0 - 10
Prince George,VA,51,10 - 25
Essex,VA,51,0 - 10
Grayson,TX,48,25 - 50
Winkler,TX,48,2 - 5
Lake,OH,39,10 - 25
Robertson,TX,48,10 - 25
Mifflin,PA,42,10 - 25
Osceola,FL,12,10 - 25
Giles,TN,47,10 - 25
Prince George's,MD,24,10 - 100
Iron,WI,55,0 - 2
Rutherford,TN,47,25 - 50
Trousdale,TN,47,10 - 25
Oneida,WI,55,0 - 10
Stillwater,MT,30,0 - 10
Dearborn,IN,18,25 - 50
Glascock,GA,13,0 - 10
Washington,IN,18,10 - 25
Yakutat,AK,2,0 - 2
Anderson,KY,21,10 - 25
Lauderdale,AL,1,10 - 25
Bourbon,KS,20,0 - 10
Vermilion,LA,22,10 - 25
Queen Anne's,MD,24,25 - 50
Fayette,IL,17,0 - 10
Jim Hogg,TX,48,0 - 2
Yoakum,TX,48,0 - 10
Lafourche,LA,22,10 - 25
Grimes,TX,48,10 - 25
Greene,OH,39,25 - 50
Bastrop,TX,48,25 - 50
Franklin,IL,17,10 - 25
Davison,SD,46,10 - 25
Fallon,MT,30,0 - 2
Carroll,MS,28,0 - 2
Newport,RI,44,25 - 50
Bartow,GA,13,25 - 50
Washington,CO,8,0 - 2
Franklin,AL,1,0 - 10
Volusia,FL,12,25 - 50
Gordon,GA,13,25 - 50
Northumberland,VA,51,10 - 25
Chowan,NC,37,0 - 10
Deschutes,OR,41,25 - 50
Bath,VA,51,0 - 2
Appling,GA,13,0 - 10
Hendry,FL,12,0 - 10
Auglaize,OH,39,10 - 25
Unicoi,TN,47,10 - 25
Arthur,NE,31,0 - 2
Butte,CA,6,25 - 50
Nez Perce,ID,16,25 - 50
Cochise,AZ,4,0 - 10
Washington,LA,22,10 - 25
Johnston,OK,40,0 - 10
Blaine,MT,30,0 - 2
Terry,TX,48,2 - 5
Grundy,IA,19,0 - 10
Cass,ND,38,10 - 25
Hanover,VA,51,25 - 50
Crawford,OH,39,10 - 25
Spokane,WA,53,10 - 100
Banks,GA,13,10 - 25
Gunnison,CO,8,0 - 2
Scott,KS,20,2 - 5
Russell,AL,1,10 - 25
Delaware,NY,36,0 - 10
Dimmit,TX,48,2 - 5
Lake,TN,47,2 - 5
Hickory,MO,29,0 - 10
Sublette,WY,56,0 - 2
Houston,TX,48,0 - 10
Adams,IL,17,10 - 25
Fergus,MT,30,0 - 2
Starr,TX,48,10 - 25
Claiborne,LA,22,2 - 5
Park,MT,30,2 - 5
Rush,KS,20,0 - 2
Marshall,TN,47,10 - 25
Clinton,IL,17,10 - 25
Somervell,TX,48,10 - 25
Montgomery,OH,39,10 - 100
Power,ID,16,2 - 5
Christian,KY,21,0 - 10
Ozaukee,WI,55,0 - 10
Galveston,TX,48,10 - 100
Salem,VA,51,100 - 200
Baylor,TX,48,0 - 2
Porter,IN,18,25 - 50
Eureka,NV,32,0 - 2
Franklin,ME,23,2 - 5
Sebastian,AR,5,25 - 50
Dauphin,PA,42,10 - 100
Casey,KY,21,0 - 10
Keweenaw,MI,26,0 - 2
Kearny,KS,20,0 - 2
Franklin,IN,18,10 - 25
Marion,WV,54,10 - 25
DeKalb,IL,17,10 - 25
Baraga,MI,26,0 - 2
Tunica,MS,28,0 - 2
Cedar,IA,19,10 - 25
Marion,TX,48,0 - 10
Rensselaer,NY,36,10 - 25
Fayette,KY,21,10 - 100
Henderson,TX,48,25 - 50
Seward,KS,20,0 - 10
Pitt,NC,37,10 - 25
Giles,VA,51,0 - 10
Snyder,PA,42,25 - 50
Wright,MN,27,25 - 50
Tuscola,MI,26,10 - 25
Washington,MO,29,0 - 10
Lyon,KS,20,0 - 10
Towns,GA,13,10 - 25
Pendleton,WV,54,2 - 5
East Feliciana,LA,22,10 - 25
Assumption,LA,22,10 - 25
Crawford,GA,13,0 - 10
Scioto,OH,39,10 - 25
Orange,CA,6,200 - 300
Santa Cruz,CA,6,10 - 100
Lincoln,KS,20,2 - 5
Lincoln,TN,47,10 - 25
Tangipahoa,LA,22,25 - 50
Nicollet,MN,27,0 - 10
Mercer,OH,39,10 - 25
Door,WI,55,2 - 5
Chariton,MO,29,2 - 5
Hancock,TN,47,2 - 5
Medina,OH,39,25 - 50
LaGrange,IN,18,10 - 25
Latimer,OK,40,0 - 10
Miller,AR,5,10 - 25
Ontario,NY,36,10 - 25
Perkins,NE,31,2 - 5
Bates,MO,29,0 - 10
East Baton Rouge,LA,22,10 - 100
Hickman,TN,47,0 - 10
Martin,IN,18,10 - 25
Portage,WI,55,10 - 25
Buena Vista,IA,19,0 - 10
Haskell,OK,40,0 - 10
Roscommon,MI,26,0 - 10
Pinal,AZ,4,10 - 25
Sussex,NJ,34,25 - 50
Kings,NY,36,200 - 300
Cuyahoga,OH,39,25 - 50
Gadsden,FL,12,10 - 25
Phillips,MT,30,0 - 2
Jersey,IL,17,10 - 25
Jackson,IA,19,0 - 10
Stephens,GA,13,25 - 50
Cattaraugus,NY,36,0 - 10
Jewell,KS,20,2 - 5
Greenlee,AZ,4,2 - 5
Hot Spring,AR,5,0 - 10
Jeff Davis,TX,48,0 - 2
Butler,AL,1,2 - 5
Carver,MN,27,25 - 50
Webster,KY,21,0 - 10
Posey,IN,18,10 - 25
Mason,MI,26,2 - 5
Ohio,WV,54,25 - 50
Polk,GA,13,10 - 25
Mecklenburg,NC,37,100 - 200
Strafford,NH,33,25 - 50
Onondaga,NY,36,25 - 50
Brooke,WV,54,10 - 25
Lubbock,TX,48,10 - 100
Falls Church,VA,51,200 - 300
Spartanburg,SC,45,25 - 50
Chattooga,GA,13,10 - 25
Cimarron,OK,40,0 - 2
Modoc,CA,6,0 - 2
Lac qui Parle,MN,27,0 - 2
Kimble,TX,48,0 - 2
Shelby,TN,47,10 - 100
Washington,UT,49,10 - 25
Marshall,WV,54,10 - 25
Harney,OR,41,0 - 2
Marion,KS,20,2 - 5
Goodhue,MN,27,10 - 25
Cherokee,IA,19,0 - 10
Lawrence,IL,17,0 - 10
Potter,SD,46,0 - 2
Vernon,MO,29,0 - 10
Holt,MO,29,0 - 10
Hill,TX,48,10 - 25
Powhatan,VA,51,25 - 50
Neshoba,MS,28,0 - 10
Scott,MN,27,10 - 100
Washington,ID,16,2 - 5
Ector,TX,48,10 - 100
Union,NM,35,0 - 2
Mesa,CO,8,10 - 25
Napa,CA,6,25 - 50
Lyon,KY,21,0 - 10
Adair,KY,21,10 - 25
Thomas,GA,13,10 - 25
Boulder,CO,8,10 - 100
East Carroll,LA,22,2 - 5
Vermilion,IL,17,10 - 25
Jasper,IL,17,0 - 10
Onslow,NC,37,10 - 25
Paulding,GA,13,10 - 100
Northampton,VA,51,0 - 2
Sharp,AR,5,0 - 10
Fountain,IN,18,10 - 25
Moore,TN,47,10 - 25
Alpena,MI,26,0 - 2
Twin Falls,ID,16,10 - 25
Nevada,CA,6,25 - 50
Dallas,MO,29,0 - 10
Marion,MS,28,0 - 10
Teller,CO,8,10 - 25
Isanti,MN,27,10 - 25
Union,NJ,34,200 - 300
Juneau,WI,55,0 - 10
Refugio,TX,48,2 - 5
Effingham,IL,17,10 - 25
Meigs,TN,47,10 - 25
Clearfield,PA,42,0 - 10
Sarasota,FL,12,10 - 100
Crawford,MO,29,10 - 25
Howard,AR,5,0 - 10
Worth,GA,13,0 - 10
Codington,SD,46,10 - 25
Grenada,MS,28,0 - 10
Charlevoix,MI,26,2 - 5
Oconto,WI,55,0 - 10
Greenwood,SC,45,10 - 25
Camas,ID,16,0 - 2
Greene,NC,37,0 - 10
Rusk,TX,48,10 - 25
Page,IA,19,0 - 10
Wabash,IL,17,0 - 10
Keith,NE,31,2 - 5
Seminole,FL,12,10 - 100
Windsor,VT,50,0 - 10
Cherokee,AL,1,10 - 25
Mercer,WV,54,10 - 25
Taylor,IA,19,0 - 10
Cherokee,NC,37,10 - 25
Red Willow,NE,31,0 - 10
Calhoun,IA,19,0 - 10
Lee,FL,12,10 - 100
Leon,FL,12,25 - 50
McCulloch,TX,48,2 - 5
Coos,NH,33,2 - 5
Buncombe,NC,37,10 - 100
Randolph,AL,1,10 - 25
DeSoto,MS,28,25 - 50
Mora,NM,35,0 - 2
Lane,KS,20,0 - 2
Crawford,PA,42,10 - 25
Warren,IA,19,10 - 25
Greene,MO,29,25 - 50
Manitowoc,WI,55,0 - 10
Jackson,IL,17,10 - 25
Richland,MT,30,0 - 10
Juab,UT,49,0 - 2
Douglas,MO,29,0 - 2
El Paso,CO,8,25 - 50
Ness,KS,20,0 - 2
Meriwether,GA,13,10 - 25
Box Elder,UT,49,2 - 5
Washington,GA,13,2 - 5
Matanuska-Susitna,AK,2,0 - 2
Blackford,IN,18,10 - 25
Kidder,ND,38,0 - 2
Elmore,ID,16,2 - 5
Mineral,MT,30,0 - 2
Mobile,AL,1,25 - 50
Teton,MT,30,0 - 2
Dickey,ND,38,0 - 2
Des Moines,IA,19,10 - 25
St. James,LA,22,10 - 25
Jackson,LA,22,0 - 10
Washington,NY,36,10 - 25
Amador,CA,6,25 - 50
Madison,IN,18,25 - 50
Skagit,WA,53,10 - 25
Marshall,IA,19,10 - 25
La Plata,CO,8,10 - 25
Polk,NC,37,10 - 25
Honolulu,HI,15,10 - 25
Vance,NC,37,10 - 25
Sherman,NE,31,2 - 5
Clark,IL,17,0 - 10
Polk,TX,48,10 - 25
Marlboro,SC,45,2 - 5
Hand,SD,46,0 - 2
Gage,NE,31,0 - 10
Laurens,GA,13,0 - 10
Roane,WV,54,0 - 10
Bullock,AL,1,2 - 5
Pecos,TX,48,0 - 2
Cooke,TX,48,10 - 25
Bristol Bay,AK,2,0 - 2
Jefferson,OH,39,10 - 25
Clinton,IN,18,10 - 25
Alamance,NC,37,25 - 50
Marshall,KS,20,2 - 5
Burlington,NJ,34,10 - 100
Karnes,TX,48,0 - 10
Alcona,MI,26,0 - 2
Hart,GA,13,10 - 25
Lexington,SC,45,25 - 50
Sonoma,CA,6,10 - 100
Hillsborough,NH,33,25 - 50
Mellette,SD,46,0 - 2
Kendall,IL,17,25 - 50
Hodgeman,KS,20,0 - 2
Logan,OH,39,10 - 25
Rio Arriba,NM,35,0 - 2
Cobb,GA,13,100 - 200
Wrangell,AK,2,0 - 2
Burt,NE,31,0 - 10
Loup,NE,31,0 - 2
Okeechobee,FL,12,10 - 25
Perry,MO,29,10 - 25
Bibb,AL,1,0 - 10
Pipestone,MN,27,0 - 10
Dickinson,KS,20,0 - 10
Campbell,VA,51,10 - 25
Wells,IN,18,10 - 25
Lorain,OH,39,10 - 25
Salem,NJ,34,25 - 50
Nelson,VA,51,0 - 10
Carter,KY,21,10 - 25
Leon,TX,48,10 - 25
Mason,IL,17,0 - 10
Kingman,KS,20,2 - 5
Sioux,ND,38,0 - 2
Clayton,GA,13,10 - 100
Humboldt,NV,32,0 - 2
Cleveland,NC,37,25 - 50
Pike,AR,5,2 - 5
McDowell,NC,37,10 - 25
Natrona,WY,56,0 - 10
Miner,SD,46,2 - 5
Breathitt,KY,21,2 - 5
Catawba,NC,37,10 - 100
Effingham,GA,13,10 - 25
Fremont,CO,8,10 - 25
Lavaca,TX,48,10 - 25
Waupaca,WI,55,10 - 25
Wilkes,GA,13,2 - 5
Obion,TN,47,0 - 10
Lynchburg,VA,51,10 - 100
Humphreys,TN,47,0 - 10
McLean,ND,38,0 - 2
Sequoyah,OK,40,10 - 25
Burleson,TX,48,10 - 25
Randolph,GA,13,2 - 5
Jasper,MS,28,0 - 10
Warren,TN,47,10 - 25
Bon Homme,SD,46,2 - 5
Stokes,NC,37,10 - 25
Hamilton,FL,12,2 - 5
Valley,MT,30,0 - 2
Wallowa,OR,41,0 - 2
Upshur,WV,54,10 - 25
Durham,NC,37,25 - 50
Powder River,MT,30,0 - 2
Kit Carson,CO,8,2 - 5
Big Horn,WY,56,2 - 5
Caledonia,VT,50,0 - 10
Tehama,CA,6,0 - 10
White,IL,17,0 - 10
Acadia,LA,22,25 - 50
Mountrail,ND,38,2 - 5
Polk,AR,5,0 - 10
Mathews,VA,51,0 - 10
Garland,AR,5,10 - 25
Moore,NC,37,10 - 25
Ashe,NC,37,10 - 25
Russell,KY,21,10 - 25
Greene,AL,1,0 - 2
Douglas,WA,53,0 - 10
Estill,KY,21,0 - 10
Schleicher,TX,48,0 - 2
McDonough,IL,17,0 - 10
Tooele,UT,49,2 - 5
Lowndes,GA,13,10 - 25
Pine,MN,27,0 - 10
Archuleta,CO,8,0 - 10
Passaic,NJ,34,100 - 200
Union,IN,18,10 - 25
Oglethorpe,GA,13,0 - 10
Harper,OK,40,2 - 5
Converse,WY,56,2 - 5
Orange,VT,50,0 - 10
Fannin,TX,48,10 - 25
Harrison,OH,39,0 - 10
Cameron,TX,48,10 - 25
Schuylkill,PA,42,10 - 25
Freeborn,MN,27,0 - 10
Erie,PA,42,10 - 25
Monroe,TN,47,10 - 25
Middlesex,VA,51,10 - 25
Virginia Beach,VA,51,10 - 100
Wasatch,UT,49,10 - 25
Fulton,AR,5,0 - 10
Pike,IN,18,0 - 10
Montgomery,KS,20,10 - 25
Boone,WV,54,0 - 10
Oceana,MI,26,2 - 5
Grant,AR,5,0 - 10
Covington,AL,1,0 - 10
Issaquena,MS,28,0 - 2
Bethel,AK,2,0 - 2
Norton,VA,51,10 - 100
Keokuk,IA,19,0 - 10
Koochiching,MN,27,0 - 2
Foster,ND,38,2 - 5
Santa Barbara,CA,6,10 - 25
Gregory,SD,46,2 - 5
Pender,NC,37,10 - 25
Warren,MO,29,10 - 25
Shelby,AL,1,25 - 50
Rio Blanco,CO,8,0 - 2
Sandusky,OH,39,10 - 25
Davidson,TN,47,10 - 100
Jefferson,GA,13,2 - 5
Sevier,AR,5,0 - 10
Montgomery,VA,51,10 - 25
Hunt,TX,48,25 - 50
Chesterfield,VA,51,10 - 100
Hall,TX,48,0 - 2
Uinta,WY,56,0 - 10
Ohio,IN,18,10 - 25
Bristol,VA,51,10 - 100
Greene,IN,18,10 - 25
Wilkin,MN,27,0 - 2
Garfield,OK,40,10 - 25
Castro,TX,48,2 - 5
Edwards,KS,20,0 - 2
Minnehaha,SD,46,25 - 50
Gove,KS,20,0 - 2
Miami,KS,20,10 - 25
Baltimore,MD,24,10 - 100
Baltimore,MD,24,10 - 25
Saluda,SC,45,0 - 10
Sauk,WI,55,10 - 25
Clark,IN,18,25 - 50
Frontier,NE,31,0 - 2
Marquette,WI,55,0 - 10
Carter,OK,40,10 - 25
Orange,FL,12,10 - 100
Carroll,MO,29,0 - 10
Lewis,TN,47,0 - 10
Pitkin,CO,8,2 - 5
Newton,AR,5,2 - 5
Collingsworth,TX,48,0 - 2
Searcy,AR,5,2 - 5
Warren,PA,42,0 - 10
Washington,TX,48,25 - 50
Cleveland,AR,5,2 - 5
Piute,UT,49,0 - 2
Yamhill,OR,41,25 - 50
Howard,IA,19,0 - 10
Mercer,MO,29,2 - 5
Dolores,CO,8,0 - 2
Jeff Davis,GA,13,0 - 10
Luzerne,PA,42,25 - 50
Torrance,NM,35,0 - 2
Calhoun,AR,5,0 - 2
Mitchell,IA,19,0 - 10
Rock,NE,31,0 - 2
DeKalb,GA,13,10 - 100
Telfair,GA,13,2 - 5
Wythe,VA,51,10 - 25
Bayfield,WI,55,0 - 2
Lake,SD,46,10 - 25
Schley,GA,13,0 - 10
Yukon-Koyukuk,AK,2,0 - 2
Anderson,TX,48,10 - 25
Marion,OH,39,10 - 25
Tom Green,TX,48,10 - 25
Arkansas,AR,5,2 - 5
Dare,NC,37,2 - 5
Panola,TX,48,10 - 25
Butler,KY,21,0 - 10
Pike,MS,28,10 - 25
Cumberland,NC,37,25 - 50
Cumberland,TN,47,10 - 25
Burnett,WI,55,2 - 5
Garrett,MD,24,10 - 25
Taliaferro,GA,13,0 - 2
Reagan,TX,48,0 - 2
Ferry,WA,53,0 - 2
Claiborne,MS,28,2 - 5
Wirt,WV,54,2 - 5
Somerset,ME,23,0 - 2
Stearns,MN,27,10 - 25
Hampton,VA,51,25 - 50
Brooks,TX,48,0 - 2
Nodaway,MO,29,0 - 10
Christian,IL,17,0 - 10
Calhoun,IL,17,0 - 10
Chambers,AL,1,0 - 10
Macon,GA,13,2 - 5
Randolph,MO,29,0 - 10
Whitley,KY,21,10 - 25
Autauga,AL,1,10 - 25
Bosque,TX,48,0 - 10
Athens,OH,39,10 - 25
Texas,OK,40,2 - 5
Liberty,FL,12,0 - 2
Bryan,GA,13,10 - 25
Haywood,NC,37,10 - 25
Muscogee,GA,13,25 - 50
Harrison,KY,21,10 - 25
Bradford,PA,42,10 - 25
Tillman,OK,40,2 - 5
Fayette,GA,13,10 - 100
Marshall,MN,27,0 - 2
Kleberg,TX,48,0 - 10
Hardin,OH,39,10 - 25
Smyth,VA,51,10 - 25
Missoula,MT,30,10 - 25
Major,OK,40,2 - 5
Randolph,IL,17,10 - 25
Monroe,PA,42,25 - 50
Washington,WI,55,25 - 50
Darke,OH,39,10 - 25
Waller,TX,48,25 - 50
Aleutians West,AK,2,0 - 2
Jackson,MO,29,10 - 100
Rice,MN,27,10 - 25
Oswego,NY,36,10 - 25
Talbot,MD,24,10 - 25
Piscataquis,ME,23,0 - 2
Escambia,AL,1,0 - 10
Glades,FL,12,0 - 2
Lemhi,ID,16,0 - 2
Somerset,MD,24,2 - 5
Rockland,NY,36,10 - 100
York,PA,42,10 - 100
Buckingham,VA,51,2 - 5
Marshall,KY,21,10 - 25
Valencia,NM,35,10 - 25
Wilson,KS,20,2 - 5
Potter,PA,42,2 - 5
Rhea,TN,47,10 - 25
Benton,WA,53,25 - 50
Tallahatchie,MS,28,0 - 2
Hancock,IA,19,0 - 10
Northwest Arctic,AK,2,0 - 2
Leflore,MS,28,2 - 5
Wyoming,WV,54,2 - 5
Nelson,ND,38,0 - 2
Labette,KS,20,0 - 10
Gloucester,NJ,34,10 - 100
Knox,TX,48,0 - 2
Sheridan,WY,56,0 - 10
Pope,AR,5,10 - 25
Hood,TX,48,10 - 100
Monroe,IN,18,25 - 50
Hardin,TN,47,0 - 10
Clinton,KY,21,10 - 25
Cass,IL,17,0 - 10
DeKalb,IN,18,10 - 25
Whatcom,WA,53,10 - 25
Pickaway,OH,39,10 - 25
Pettis,MO,29,10 - 25
Eddy,ND,38,0 - 2
Calhoun,MI,26,10 - 25
Allen,KS,20,0 - 10
Spink,SD,46,0 - 2
Scott,IL,17,0 - 10
Travis,TX,48,100 - 200
Perkins,SD,46,0 - 2
Jefferson,LA,22,10 - 100
Adams,MS,28,10 - 25
Pima,AZ,4,10 - 25
Richland,LA,22,0 - 10
Shelby,TX,48,10 - 25
Harford,MD,24,10 - 100
Adair,IA,19,2 - 5
Lincoln,MO,29,25 - 50
Lincoln,GA,13,0 - 10
Madison,OH,39,10 - 25
Monroe,MO,29,2 - 5
Gates,NC,37,0 - 10
Colorado,TX,48,10 - 25
Richland,ND,38,2 - 5
Kinney,TX,48,0 - 2
Lipscomb,TX,48,0 - 2
Chelan,WA,53,0 - 10
Wayne,UT,49,0 - 2
Bath,KY,21,10 - 25
Allen,OH,39,25 - 50
Atchison,MO,29,2 - 5
Haines,AK,2,0 - 2
Starke,IN,18,10 - 25
Dewey,OK,40,0 - 10
Clarke,MS,28,0 - 10
McMinn,TN,47,10 - 25
Sheridan,ND,38,0 - 2
Richardson,NE,31,0 - 10
Quitman,GA,13,2 - 5
Slope,ND,38,0 - 2
